sex;age;marital;income;ls;smoke
FEMALE;52;MARRIED;NA;PLEASED;NO
FEMALE;55;MARRIED;640;MIXED;NO
MALE;70;SINGLE;800;MIXED;NO
FEMALE;45;DIVORCED;3000;PLEASED;YES
MALE;46;MARRIED;2100;MOSTLY SATISFIED;YES
FEMALE;76;WIDOWED;1150;PLEASED;NO
MALE;26;SINGLE;-8;MIXED;NO
FEMALE;64;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;20;SINGLE;-8;MIXED;NO
FEMALE;49;MARRIED;580;MOSTLY SATISFIED;YES
FEMALE;72;WIDOWED;820;PLEASED;NO
FEMALE;57;MARRIED;-8;MIXED;YES
MALE;61;MARRIED;3000;PLEASED;NO
FEMALE;17;SINGLE;NA;PLEASED;NO
FEMALE;70;WIDOWED;925;MOSTLY SATISFIED;NO
MALE;61;MARRIED;1920;PLEASED;NO
MALE;32;SINGLE;525;PLEASED;NO
FEMALE;63;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;582;MIXED;NO
MALE;46;MARRIED;2500;PLEASED;YES
MALE;64;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;22;SINGLE;2000;PLEASED;NO
FEMALE;74;MARRIED;900;DELIGHTED;YES
MALE;62;MARRIED;760;MIXED;YES
MALE;22;SINGLE;600;PLEASED;NO
MALE;31;MARRIED;2000;PLEASED;NO
FEMALE;41;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;61;MARRIED;5800;MOSTLY SATISFIED;NO
FEMALE;58;SINGLE;500;MOSTLY SATISFIED;NO
MALE;61;SINGLE;1420;MIXED;NO
FEMALE;58;MARRIED;NA;PLEASED;NO
FEMALE;60;MARRIED;900;MOSTLY SATISFIED;NO
MALE;52;MARRIED;600;PLEASED;YES
FEMALE;68;DIVORCED;2500;MOSTLY SATISFIED;YES
MALE;50;MARRIED;1200;PLEASED;NO
MALE;57;MARRIED;1130;MOSTLY DISSATISFIED;YES
FEMALE;52;MARRIED;1200;PLEASED;YES
MALE;21;SINGLE;200;PLEASED;NO
FEMALE;31;MARRIED;1800;PLEASED;NO
FEMALE;92;MARRIED;1600;PLEASED;NO
FEMALE;37;MARRIED;4000;PLEASED;NO
MALE;62;MARRIED;500;MIXED;NO
MALE;22;SINGLE;-8;PLEASED;YES
MALE;47;MARRIED;1700;MIXED;YES
MALE;18;SINGLE;NA;PLEASED;YES
FEMALE;44;MARRIED;-8;PLEASED;NO
FEMALE;21;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;75;WIDOWED;1800;PLEASED;NO
MALE;35;MARRIED;1920;PLEASED;YES
FEMALE;82;WIDOWED;1180;MIXED;NO
FEMALE;60;MARRIED;1200;PLEASED;NO
FEMALE;20;SINGLE;NA;MIXED;NO
FEMALE;56;MARRIED;770;PLEASED;NO
FEMALE;59;WIDOWED;1900;UNHAPPY;YES
MALE;36;MARRIED;4300;PLEASED;YES
MALE;47;MARRIED;1700;PLEASED;YES
FEMALE;54;MARRIED;1600;MIXED;YES
MALE;36;MARRIED;NA;MIXED;NO
FEMALE;49;MARRIED;1200;PLEASED;NO
FEMALE;64;WIDOWED;1700;PLEASED;NO
FEMALE;61;MARRIED;710;MOSTLY SATISFIED;NO
MALE;35;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;61;WIDOWED;1600;PLEASED;NO
FEMALE;83;WIDOWED;1250;MOSTLY SATISFIED;NO
FEMALE;21;SINGLE;1500;PLEASED;NO
MALE;33;MARRIED;2500;PLEASED;NO
MALE;17;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;52;MARRIED;4200;PLEASED;YES
FEMALE;41;MARRIED;3000;PLEASED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;41;MARRIED;1000;PLEASED;NO
MALE;49;MARRIED;690;PLEASED;NO
MALE;60;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;850;PLEASED;YES
MALE;49;MARRIED;-8;PLEASED;NO
MALE;55;MARRIED;1100;PLEASED;NO
MALE;68;MARRIED;1200;PLEASED;NO
FEMALE;19;SINGLE;-8;PLEASED;NO
FEMALE;89;WIDOWED;1000;MOSTLY SATISFIED;NO
FEMALE;50;WIDOWED;1096;PLEASED;NO
FEMALE;46;SINGLE;2400;PLEASED;NO
FEMALE;56;MARRIED;2800;MOSTLY SATISFIED;NO
FEMALE;82;MARRIED;1470;PLEASED;NO
FEMALE;74;MARRIED;2100;PLEASED;NO
FEMALE;45;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;53;SINGLE;1500;MIXED;NO
FEMALE;22;SINGLE;-8;PLEASED;NO
MALE;68;MARRIED;900;NA;YES
FEMALE;55;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;36;MARRIED;2900;TERRIBLE;NO
FEMALE;60;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
MALE;33;SINGLE;4500;PLEASED;YES
FEMALE;35;MARRIED;300;MIXED;NO
MALE;60;MARRIED;NA;MIXED;NO
FEMALE;51;SINGLE;900;PLEASED;YES
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;68;SINGLE;875;MIXED;NO
MALE;53;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;52;MARRIED;1900;PLEASED;YES
FEMALE;40;MARRIED;2200;MOSTLY SATISFIED;NO
MALE;35;MARRIED;1000;PLEASED;YES
MALE;16;SINGLE;-8;PLEASED;NO
FEMALE;22;MARRIED;1100;PLEASED;NO
MALE;44;MARRIED;-8;PLEASED;NO
MALE;64;MARRIED;4650;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
MALE;50;MARRIED;485;MOSTLY SATISFIED;NO
MALE;32;MARRIED;3000;PLEASED;NO
FEMALE;73;WIDOWED;1290;MOSTLY SATISFIED;NO
FEMALE;48;MARRIED;480;PLEASED;YES
FEMALE;59;MARRIED;952;MOSTLY SATISFIED;NO
FEMALE;71;WIDOWED;700;MIXED;NO
FEMALE;31;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;43;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;85;WIDOWED;1900;PLEASED;YES
MALE;24;SINGLE;300;MIXED;YES
MALE;71;MARRIED;2100;MOSTLY SATISFIED;NO
MALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;50;MARRIED;NA;MIXED;NO
MALE;23;SINGLE;NA;PLEASED;NO
FEMALE;43;MARRIED;2000;PLEASED;NO
MALE;54;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;61;SINGLE;930;UNHAPPY;NO
FEMALE;85;WIDOWED;1500;MOSTLY SATISFIED;NO
MALE;44;MARRIED;2000;PLEASED;NO
FEMALE;56;SINGLE;1400;MOSTLY SATISFIED;NO
FEMALE;59;MARRIED;1500;PLEASED;NO
FEMALE;45;MARRIED;1500;PLEASED;NO
FEMALE;27;SINGLE;1100;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;960;PLEASED;NO
FEMALE;46;MARRIED;NA;PLEASED;NO
MALE;58;MARRIED;600;PLEASED;YES
MALE;18;SINGLE;-8;PLEASED;NO
FEMALE;22;SINGLE;690;PLEASED;NO
FEMALE;44;MARRIED;8000;MOSTLY SATISFIED;NO
MALE;62;MARRIED;1728;MOSTLY SATISFIED;YES
MALE;36;MARRIED;2200;MOSTLY SATISFIED;NO
FEMALE;56;MARRIED;1100;MOSTLY DISSATISFIED;YES
MALE;73;MARRIED;1500;PLEASED;NO
MALE;23;SINGLE;1700;PLEASED;NO
FEMALE;43;DIVORCED;3000;PLEASED;YES
MALE;74;MARRIED;1800;MOSTLY SATISFIED;NO
FEMALE;54;WIDOWED;1000;MOSTLY SATISFIED;YES
FEMALE;72;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;24;SINGLE;1600;DELIGHTED;NO
FEMALE;69;MARRIED;620;MOSTLY SATISFIED;NO
FEMALE;61;DIVORCED;1800;MOSTLY SATISFIED;NO
MALE;87;MARRIED;1380;PLEASED;NO
FEMALE;41;MARRIED;3500;PLEASED;NO
MALE;58;MARRIED;2800;MOSTLY SATISFIED;NO
MALE;53;MARRIED;1200;PLEASED;YES
MALE;61;MARRIED;1000;PLEASED;NO
FEMALE;59;MARRIED;1290;MOSTLY SATISFIED;NO
FEMALE;55;MARRIED;550;PLEASED;YES
FEMALE;55;WIDOWED;780;MIXED;NO
MALE;55;MARRIED;750;MOSTLY DISSATISFIED;NO
MALE;73;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;82;WIDOWED;1200;MIXED;NO
MALE;60;MARRIED;726;PLEASED;NO
MALE;38;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;25;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;49;MARRIED;600;MOSTLY SATISFIED;YES
MALE;18;SINGLE;-8;DELIGHTED;NO
MALE;36;MARRIED;1800;MOSTLY DISSATISFIED;YES
FEMALE;72;MARRIED;1300;PLEASED;NO
FEMALE;59;SINGLE;1800;PLEASED;NO
FEMALE;28;MARRIED;900;MOSTLY SATISFIED;NO
FEMALE;19;SINGLE;NA;UNHAPPY;YES
FEMALE;45;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;25;MARRIED;2000;PLEASED;YES
MALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;63;MARRIED;377;MIXED;YES
FEMALE;87;WIDOWED;1300;UNHAPPY;NO
FEMALE;30;DIVORCED;1182;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;900;MOSTLY SATISFIED;NO
MALE;27;SINGLE;-8;DELIGHTED;NO
MALE;30;MARRIED;760;MOSTLY DISSATISFIED;YES
MALE;50;SINGLE;1300;MIXED;NO
FEMALE;37;MARRIED;4000;PLEASED;NO
FEMALE;17;SINGLE;NA;PLEASED;NO
FEMALE;84;WIDOWED;1020;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;DELIGHTED;NO
MALE;57;MARRIED;2000;DELIGHTED;YES
FEMALE;32;DIVORCED;1000;MOSTLY SATISFIED;NO
FEMALE;54;MARRIED;720;PLEASED;NO
FEMALE;56;MARRIED;NA;PLEASED;NO
MALE;77;WIDOWED;720;MIXED;NO
MALE;67;MARRIED;840;PLEASED;NO
FEMALE;63;MARRIED;700;MIXED;NO
FEMALE;59;SINGLE;2000;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;1000;DELIGHTED;NO
FEMALE;60;MARRIED;1900;PLEASED;NO
MALE;32;MARRIED;1500;MIXED;NO
MALE;63;MARRIED;2800;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;1900;PLEASED;NO
MALE;31;MARRIED;1800;PLEASED;NO
MALE;68;MARRIED;1200;PLEASED;NO
MALE;25;SINGLE;NA;MIXED;YES
FEMALE;53;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;40;SINGLE;1000;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;65;MARRIED;1890;MOSTLY SATISFIED;YES
FEMALE;57;MARRIED;600;PLEASED;NO
FEMALE;54;MARRIED;900;MIXED;YES
MALE;17;SINGLE;NA;PLEASED;NO
FEMALE;37;MARRIED;1500;PLEASED;YES
MALE;32;MARRIED;1200;PLEASED;NO
MALE;46;MARRIED;-8;PLEASED;YES
MALE;52;MARRIED;NA;PLEASED;NO
MALE;88;MARRIED;2300;MOSTLY SATISFIED;NO
MALE;37;MARRIED;2500;PLEASED;NO
FEMALE;55;DIVORCED;1200;MOSTLY SATISFIED;NO
FEMALE;39;MARRIED;NA;MIXED;NO
MALE;40;MARRIED;1200;PLEASED;NO
MALE;74;WIDOWED;850;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;1204;MOSTLY SATISFIED;YES
FEMALE;24;SINGLE;NA;PLEASED;NO
FEMALE;52;DIVORCED;2400;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;500;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;PLEASED;NO
FEMALE;28;SINGLE;2500;PLEASED;NO
FEMALE;40;MARRIED;600;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;2900;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;550;MIXED;NO
FEMALE;44;DIVORCED;1400;MOSTLY DISSATISFIED;YES
MALE;81;MARRIED;1300;PLEASED;NO
MALE;27;SINGLE;700;MOSTLY SATISFIED;NO
MALE;41;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;2000;PLEASED;NO
FEMALE;39;MARRIED;3500;PLEASED;NO
FEMALE;64;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;22;SINGLE;NA;PLEASED;NO
MALE;17;SINGLE;-8;PLEASED;NO
FEMALE;22;MARRIED;150;PLEASED;NO
MALE;27;DE FACTO SEPARATED;-8;MIXED;NO
MALE;56;MARRIED;1700;PLEASED;NO
MALE;61;MARRIED;4000;DELIGHTED;YES
MALE;57;MARRIED;2000;PLEASED;NO
FEMALE;42;MARRIED;800;MIXED;NO
FEMALE;66;MARRIED;800;MOSTLY DISSATISFIED;NO
FEMALE;48;SINGLE;1200;MOSTLY SATISFIED;NO
FEMALE;48;MARRIED;660;PLEASED;YES
FEMALE;46;MARRIED;-8;PLEASED;YES
FEMALE;24;SINGLE;468;MIXED;NO
FEMALE;84;WIDOWED;800;MOSTLY SATISFIED;NO
MALE;49;SINGLE;500;MOSTLY DISSATISFIED;NO
FEMALE;60;MARRIED;2000;PLEASED;NO
FEMALE;21;SINGLE;NA;PLEASED;NO
MALE;65;MARRIED;1702;PLEASED;YES
FEMALE;49;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;26;SINGLE;3500;PLEASED;YES
MALE;45;MARRIED;5000;MIXED;YES
MALE;63;MARRIED;797;MOSTLY SATISFIED;YES
MALE;35;MARRIED;2500;PLEASED;YES
MALE;35;MARRIED;1650;PLEASED;NO
FEMALE;31;SINGLE;3200;PLEASED;YES
FEMALE;22;SINGLE;NA;MOSTLY DISSATISFIED;NO
FEMALE;79;MARRIED;200;MIXED;NO
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;90;WIDOWED;1400;MOSTLY SATISFIED;NO
MALE;36;MARRIED;1860;PLEASED;NO
MALE;31;SINGLE;-8;MOSTLY SATISFIED;YES
FEMALE;53;MARRIED;1500;PLEASED;NO
FEMALE;51;SINGLE;620;MIXED;NO
FEMALE;53;MARRIED;2800;PLEASED;YES
MALE;47;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;68;WIDOWED;2500;PLEASED;NO
FEMALE;28;DIVORCED;3000;MOSTLY SATISFIED;NO
MALE;27;SINGLE;1500;PLEASED;YES
MALE;19;SINGLE;NA;PLEASED;NO
FEMALE;23;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;1000;PLEASED;NO
MALE;97;MARRIED;600;MIXED;NO
MALE;70;MARRIED;2000;MIXED;NO
MALE;49;MARRIED;1600;MIXED;YES
MALE;55;MARRIED;1900;MIXED;NO
FEMALE;62;MARRIED;790;MOSTLY SATISFIED;NO
MALE;27;SINGLE;800;MIXED;YES
FEMALE;56;MARRIED;3000;PLEASED;NO
FEMALE;52;MARRIED;2000;MIXED;NO
MALE;26;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;72;MARRIED;1500;MIXED;NO
MALE;58;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;82;WIDOWED;825;MIXED;NO
MALE;66;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;82;MARRIED;1780;MOSTLY SATISFIED;NO
FEMALE;67;MARRIED;1600;PLEASED;NO
FEMALE;37;MARRIED;3000;PLEASED;YES
FEMALE;65;MARRIED;700;MIXED;NO
FEMALE;53;WIDOWED;2000;PLEASED;NO
MALE;37;SINGLE;1000;PLEASED;NO
FEMALE;89;SINGLE;1060;MOSTLY SATISFIED;NO
FEMALE;49;MARRIED;1300;PLEASED;NO
FEMALE;51;DIVORCED;1200;MOSTLY DISSATISFIED;NO
FEMALE;64;WIDOWED;700;MOSTLY SATISFIED;NO
MALE;19;SINGLE;1000;PLEASED;NO
FEMALE;41;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;59;WIDOWED;1000;MIXED;NO
FEMALE;60;MARRIED;1475;MOSTLY SATISFIED;NO
MALE;50;MARRIED;2500;DELIGHTED;NO
MALE;44;MARRIED;1200;PLEASED;YES
MALE;62;DIVORCED;728;MIXED;YES
MALE;28;SINGLE;4500;MOSTLY SATISFIED;NO
MALE;34;MARRIED;1000;MOSTLY DISSATISFIED;YES
MALE;32;MARRIED;1500;PLEASED;NO
MALE;26;SINGLE;1500;MOSTLY SATISFIED;NO
FEMALE;27;MARRIED;500;PLEASED;YES
FEMALE;25;SINGLE;1800;MOSTLY SATISFIED;YES
FEMALE;17;SINGLE;NA;DELIGHTED;NO
FEMALE;35;MARRIED;1500;PLEASED;NO
FEMALE;86;WIDOWED;2700;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;NA;MIXED;NO
FEMALE;37;DIVORCED;2000;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;NA;PLEASED;NO
FEMALE;21;SINGLE;500;MOSTLY SATISFIED;NO
MALE;26;SINGLE;1800;PLEASED;NO
MALE;53;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;74;MARRIED;1404;MOSTLY DISSATISFIED;NO
MALE;24;SINGLE;800;PLEASED;NO
FEMALE;37;MARRIED;950;PLEASED;YES
MALE;32;MARRIED;1800;PLEASED;NO
FEMALE;72;DIVORCED;2560;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;350;PLEASED;NO
FEMALE;42;SINGLE;3000;MOSTLY SATISFIED;YES
FEMALE;31;MARRIED;700;PLEASED;NO
FEMALE;63;WIDOWED;440;TERRIBLE;NO
MALE;42;SINGLE;2200;MOSTLY DISSATISFIED;YES
MALE;53;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;53;MARRIED;NA;MIXED;NO
FEMALE;59;MARRIED;1300;MOSTLY SATISFIED;YES
MALE;56;MARRIED;890;MOSTLY SATISFIED;NO
FEMALE;44;MARRIED;3000;PLEASED;NO
FEMALE;86;MARRIED;950;PLEASED;NO
MALE;47;MARRIED;2500;MOSTLY SATISFIED;YES
FEMALE;27;MARRIED;NA;PLEASED;NO
MALE;57;MARRIED;920;MIXED;YES
FEMALE;90;WIDOWED;800;PLEASED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
MALE;64;MARRIED;NA;MIXED;YES
MALE;57;SINGLE;800;MOSTLY DISSATISFIED;YES
MALE;63;MARRIED;852;DELIGHTED;YES
FEMALE;25;SINGLE;NA;PLEASED;NO
MALE;29;SINGLE;-8;MIXED;YES
FEMALE;83;WIDOWED;1100;MOSTLY SATISFIED;NO
FEMALE;67;WIDOWED;1245;MIXED;NO
FEMALE;31;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;24;MARRIED;-8;PLEASED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;48;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;600;MOSTLY DISSATISFIED;NO
MALE;65;MARRIED;2500;MIXED;NO
FEMALE;38;DIVORCED;720;UNHAPPY;NO
FEMALE;76;MARRIED;900;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;55;SINGLE;310;MOSTLY DISSATISFIED;YES
MALE;39;MARRIED;1700;MOSTLY SATISFIED;NO
MALE;30;SINGLE;-8;MOSTLY SATISFIED;YES
FEMALE;64;WIDOWED;1500;PLEASED;YES
MALE;58;DIVORCED;1750;MIXED;YES
MALE;36;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;32;SINGLE;600;MOSTLY SATISFIED;YES
MALE;38;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;77;WIDOWED;1450;MIXED;NO
FEMALE;40;MARRIED;1000;MOSTLY SATISFIED;YES
MALE;35;SINGLE;590;MIXED;YES
FEMALE;59;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;78;MARRIED;800;PLEASED;NO
MALE;39;DIVORCED;NA;MIXED;YES
FEMALE;79;WIDOWED;900;MOSTLY SATISFIED;NO
MALE;35;MARRIED;1200;PLEASED;YES
FEMALE;62;MARRIED;1660;TERRIBLE;NO
FEMALE;19;SINGLE;-8;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
MALE;24;MARRIED;1800;PLEASED;YES
MALE;41;MARRIED;-8;MIXED;YES
FEMALE;69;MARRIED;700;PLEASED;NO
MALE;58;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;20;SINGLE;-8;DELIGHTED;NO
FEMALE;36;MARRIED;3400;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;NA;PLEASED;NO
MALE;67;MARRIED;1700;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;800;MOSTLY SATISFIED;YES
FEMALE;27;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;62;MARRIED;1400;PLEASED;NO
FEMALE;37;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;50;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;27;SINGLE;-8;NA;YES
FEMALE;76;WIDOWED;800;MIXED;NO
FEMALE;44;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;53;WIDOWED;896;MIXED;YES
MALE;53;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;36;DIVORCED;2000;MOSTLY SATISFIED;NO
FEMALE;61;WIDOWED;900;MIXED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
MALE;34;MARRIED;6800;PLEASED;YES
FEMALE;72;MARRIED;940;PLEASED;NO
FEMALE;72;WIDOWED;1200;MOSTLY SATISFIED;YES
FEMALE;65;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;61;MARRIED;1857;PLEASED;YES
FEMALE;25;SINGLE;600;MOSTLY SATISFIED;NO
MALE;57;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;48;SINGLE;-8;MOSTLY DISSATISFIED;NO
MALE;57;MARRIED;NA;PLEASED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;61;MARRIED;-8;MOSTLY DISSATISFIED;NO
MALE;26;SINGLE;NA;MIXED;YES
FEMALE;63;MARRIED;775;MOSTLY SATISFIED;NO
FEMALE;30;MARRIED;1500;PLEASED;NO
MALE;38;MARRIED;5000;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;3800;MOSTLY SATISFIED;NO
FEMALE;56;MARRIED;600;MOSTLY SATISFIED;NO
FEMALE;28;MARRIED;NA;PLEASED;NO
FEMALE;24;SINGLE;-8;PLEASED;NO
MALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;63;WIDOWED;1300;MIXED;NO
MALE;36;MARRIED;15000;PLEASED;NO
FEMALE;46;MARRIED;3600;MIXED;NO
MALE;27;SINGLE;1200;PLEASED;NO
FEMALE;38;MARRIED;2500;MOSTLY DISSATISFIED;YES
FEMALE;24;SINGLE;-8;PLEASED;NO
FEMALE;56;DIVORCED;1890;MOSTLY SATISFIED;YES
FEMALE;29;MARRIED;3500;PLEASED;NO
FEMALE;74;MARRIED;-8;PLEASED;NO
MALE;25;MARRIED;-8;DELIGHTED;NO
MALE;53;MARRIED;5000;PLEASED;NO
FEMALE;57;MARRIED;1000;PLEASED;YES
MALE;46;MARRIED;-8;MIXED;YES
MALE;64;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;56;MARRIED;2100;PLEASED;NO
FEMALE;62;WIDOWED;900;MOSTLY SATISFIED;NO
MALE;72;MARRIED;2000;PLEASED;NO
FEMALE;25;MARRIED;1300;PLEASED;YES
FEMALE;41;MARRIED;-8;DELIGHTED;NO
FEMALE;60;MARRIED;600;MOSTLY SATISFIED;NO
MALE;35;MARRIED;3500;PLEASED;YES
FEMALE;40;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;1400;MIXED;NO
MALE;58;MARRIED;1200;PLEASED;YES
FEMALE;73;MARRIED;720;MIXED;NO
FEMALE;62;DIVORCED;1125;MOSTLY DISSATISFIED;NO
MALE;19;SINGLE;NA;PLEASED;NO
FEMALE;71;WIDOWED;725;MIXED;NO
FEMALE;48;DE FACTO SEPARATED;2800;MOSTLY DISSATISFIED;YES
MALE;17;SINGLE;NA;PLEASED;NO
FEMALE;85;WIDOWED;850;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;PLEASED;NO
MALE;32;MARRIED;3700;DELIGHTED;NO
FEMALE;37;SINGLE;4000;MOSTLY SATISFIED;NO
FEMALE;79;WIDOWED;1060;MOSTLY SATISFIED;NO
FEMALE;54;MARRIED;-8;PLEASED;NO
FEMALE;67;MARRIED;1920;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
MALE;21;SINGLE;NA;MOSTLY DISSATISFIED;YES
MALE;71;MARRIED;1500;MIXED;NO
MALE;59;DIVORCED;444;MOSTLY DISSATISFIED;YES
FEMALE;68;WIDOWED;1300;MIXED;NO
MALE;37;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;24;SINGLE;NA;DELIGHTED;NO
MALE;17;SINGLE;-8;PLEASED;YES
FEMALE;31;MARRIED;1900;PLEASED;NO
MALE;27;SINGLE;4500;MOSTLY SATISFIED;YES
FEMALE;45;MARRIED;NA;PLEASED;YES
FEMALE;70;MARRIED;4500;PLEASED;YES
MALE;45;SINGLE;900;MIXED;NO
FEMALE;54;DIVORCED;4000;MOSTLY SATISFIED;NO
FEMALE;61;WIDOWED;NA;MIXED;NO
FEMALE;55;MARRIED;1800;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;1100;MOSTLY SATISFIED;NA
MALE;77;MARRIED;1400;MOSTLY DISSATISFIED;NO
FEMALE;82;WIDOWED;1200;MOSTLY SATISFIED;NO
FEMALE;72;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;32;SINGLE;-8;PLEASED;NO
FEMALE;66;SINGLE;1400;MIXED;NO
FEMALE;20;SINGLE;NA;PLEASED;YES
FEMALE;54;MARRIED;700;MIXED;NO
FEMALE;77;WIDOWED;1170;MOSTLY SATISFIED;NO
MALE;22;SINGLE;616;MOSTLY SATISFIED;YES
MALE;17;SINGLE;NA;PLEASED;NO
FEMALE;55;MARRIED;1040;MOSTLY DISSATISFIED;NO
FEMALE;30;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;52;DIVORCED;740;MOSTLY SATISFIED;NO
MALE;28;MARRIED;-8;PLEASED;NO
FEMALE;66;MARRIED;970;MOSTLY SATISFIED;NO
MALE;61;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;35;MARRIED;1800;PLEASED;YES
FEMALE;71;SINGLE;980;MOSTLY SATISFIED;YES
MALE;46;MARRIED;2000;PLEASED;NO
MALE;53;MARRIED;-8;PLEASED;NO
FEMALE;51;MARRIED;-8;PLEASED;NO
FEMALE;52;MARRIED;740;MIXED;NO
FEMALE;55;DIVORCED;1500;MOSTLY SATISFIED;NO
MALE;33;MARRIED;1700;PLEASED;NO
MALE;63;MARRIED;1170;MOSTLY SATISFIED;NO
FEMALE;54;MARRIED;-8;PLEASED;NO
FEMALE;52;WIDOWED;2100;MIXED;YES
MALE;68;MARRIED;NA;PLEASED;YES
